Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
0.000271245, 408.075, 1.79843e+19, 3.54576e+09, 2.97622e+18, 1.49334e+18, 3.05038e+13, 1.91641e+14, 8.27291e+13, 2.10378e+15
0.000271345, 408.078, 1.79842e+19, 3.46408e+09, 2.9762e+18, 1.49332e+18, 3.00707e+13, 1.90627e+14, 8.24791e+13, 2.10405e+15
0.000271445, 408.081, 1.7984e+19, 3.38595e+09, 2.97617e+18, 1.49331e+18, 2.96586e+13, 1.89614e+14, 8.2222e+13, 2.10432e+15
0.000271545, 408.085, 1.79839e+19, 3.31112e+09, 2.97615e+18, 1.4933e+18, 2.92662e+13, 1.88602e+14, 8.19584e+13, 2.10458e+15
0.000271645, 408.088, 1.79837e+19, 3.23937e+09, 2.97612e+18, 1.49329e+18, 2.88921e+13, 1.87593e+14, 8.16887e+13, 2.10483e+15
0.000271745, 408.091, 1.79836e+19, 3.17053e+09, 2.9761e+18, 1.49328e+18, 2.85351e+13, 1.86585e+14, 8.14132e+13, 2.10508e+15
0.000271845, 408.094, 1.79834e+19, 3.10439e+09, 2.97608e+18, 1.49327e+18, 2.81941e+13, 1.8558e+14, 8.11324e+13, 2.10532e+15
0.000271945, 408.098, 1.79833e+19, 3.0408e+09, 2.97605e+18, 1.49326e+18, 2.7868e+13, 1.84578e+14, 8.08467e+13, 2.10555e+15
0.000272045, 408.101, 1.79832e+19, 2.97961e+09, 2.97603e+18, 1.49325e+18, 2.7556e+13, 1.83578e+14, 8.05563e+13, 2.10578e+15
0.000272145, 408.104, 1.7983e+19, 2.92066e+09, 2.97601e+18, 1.49323e+18, 2.7257e+13, 1.82581e+14, 8.02617e+13, 2.10601e+15
0.000272245, 408.107, 1.79829e+19, 2.86384e+09, 2.97599e+18, 1.49322e+18, 2.69703e+13, 1.81587e+14, 7.99631e+13, 2.10622e+15
0.000272345, 408.11, 1.79828e+19, 2.80901e+09, 2.97596e+18, 1.49321e+18, 2.6695e+13, 1.80596e+14, 7.96609e+13, 2.10644e+15
0.000272445, 408.113, 1.79826e+19, 2.75606e+09, 2.97594e+18, 1.4932e+18, 2.64303e+13, 1.79609e+14, 7.93552e+13, 2.10665e+15
0.000272545, 408.116, 1.79825e+19, 2.7049e+09, 2.97592e+18, 1.49319e+18, 2.61757e+13, 1.78624e+14, 7.90464e+13, 2.10686e+15
0.000272645, 408.119, 1.79824e+19, 2.65542e+09, 2.9759e+18, 1.49318e+18, 2.59304e+13, 1.77644e+14, 7.87347e+13, 2.10706e+15
0.000272745, 408.122, 1.79822e+19, 2.60753e+09, 2.97588e+18, 1.49317e+18, 2.56938e+13, 1.76666e+14, 7.84203e+13, 2.10725e+15
0.000272845, 408.125, 1.79821e+19, 2.56115e+09, 2.97586e+18, 1.49316e+18, 2.54654e+13, 1.75693e+14, 7.81034e+13, 2.10745e+15
0.000272945, 408.128, 1.7982e+19, 2.5162e+09, 2.97584e+18, 1.49315e+18, 2.52447e+13, 1.74723e+14, 7.77843e+13, 2.10764e+15
0.000273045, 408.131, 1.79818e+19, 2.47261e+09, 2.97582e+18, 1.49314e+18, 2.50311e+13, 1.73757e+14, 7.74631e+13, 2.10782e+15
0.000273145, 408.134, 1.79817e+19, 2.43031e+09, 2.97579e+18, 1.49313e+18, 2.48242e+13, 1.72795e+14, 7.71399e+13, 2.10801e+15
0.000273245, 408.137, 1.79816e+19, 2.38923e+09, 2.97577e+18, 1.49312e+18, 2.46237e+13, 1.71836e+14, 7.68151e+13, 2.10818e+15
0.000273345, 408.139, 1.79815e+19, 2.34933e+09, 2.97575e+18, 1.49311e+18, 2.4429e+13, 1.70882e+14, 7.64886e+13, 2.10836e+15
0.000273445, 408.142, 1.79813e+19, 2.31054e+09, 2.97573e+18, 1.4931e+18, 2.42398e+13, 1.69932e+14, 7.61608e+13, 2.10853e+15
0.000273545, 408.145, 1.79812e+19, 2.27281e+09, 2.97571e+18, 1.49309e+18, 2.40558e+13, 1.68986e+14, 7.58316e+13, 2.1087e+15
0.000273645, 408.148, 1.79811e+19, 2.23609e+09, 2.97569e+18, 1.49309e+18, 2.38766e+13, 1.68044e+14, 7.55013e+13, 2.10887e+15
0.000273745, 408.151, 1.7981e+19, 2.20034e+09, 2.97568e+18, 1.49308e+18, 2.3702e+13, 1.67106e+14, 7.517e+13, 2.10903e+15
0.000273845, 408.153, 1.79808e+19, 2.16552e+09, 2.97566e+18, 1.49307e+18, 2.35316e+13, 1.66172e+14, 7.48378e+13, 2.10919e+15
0.000273945, 408.156, 1.79807e+19, 2.13158e+09, 2.97564e+18, 1.49306e+18, 2.33653e+13, 1.65242e+14, 7.45047e+13, 2.10935e+15
0.000274045, 408.159, 1.79806e+19, 2.09849e+09, 2.97562e+18, 1.49305e+18, 2.32027e+13, 1.64317e+14, 7.4171e+13, 2.1095e+15
0.000274145, 408.162, 1.79805e+19, 2.06622e+09, 2.9756e+18, 1.49304e+18, 2.30436e+13, 1.63396e+14, 7.38367e+13, 2.10965e+15
0.000274245, 408.164, 1.79804e+19, 2.03473e+09, 2.97558e+18, 1.49303e+18, 2.28879e+13, 1.62479e+14, 7.35019e+13, 2.1098e+15
0.000274345, 408.167, 1.79802e+19, 2.00398e+09, 2.97556e+18, 1.49302e+18, 2.27352e+13, 1.61567e+14, 7.31667e+13, 2.10995e+15
0.000274445, 408.17, 1.79801e+19, 1.97396e+09, 2.97554e+18, 1.49301e+18, 2.25856e+13, 1.60659e+14, 7.28311e+13, 2.11009e+15
0.000274545, 408.172, 1.798e+19, 1.94462e+09, 2.97553e+18, 1.493e+18, 2.24387e+13, 1.59755e+14, 7.24953e+13, 2.11023e+15
0.000274645, 408.175, 1.79799e+19, 1.91596e+09, 2.97551e+18, 1.493e+18, 2.22944e+13, 1.58856e+14, 7.21594e+13, 2.11037e+15
0.000274745, 408.177, 1.79798e+19, 1.88793e+09, 2.97549e+18, 1.49299e+18, 2.21525e+13, 1.57961e+14, 7.18233e+13, 2.11051e+15
0.000274845, 408.18, 1.79797e+19, 1.86052e+09, 2.97547e+18, 1.49298e+18, 2.2013e+13, 1.5707e+14, 7.14873e+13, 2.11064e+15
0.000274945, 408.183, 1.79796e+19, 1.83371e+09, 2.97545e+18, 1.49297e+18, 2.18757e+13, 1.56184e+14, 7.11513e+13, 2.11078e+15
0.000275045, 408.185, 1.79794e+19, 1.80748e+09, 2.97544e+18, 1.49296e+18, 2.17405e+13, 1.55302e+14, 7.08153e+13, 2.11091e+15
0.000275145, 408.188, 1.79793e+19, 1.7818e+09, 2.97542e+18, 1.49295e+18, 2.16072e+13, 1.54425e+14, 7.04796e+13, 2.11103e+15
0.000275245, 408.19, 1.79792e+19, 1.75665e+09, 2.9754e+18, 1.49295e+18, 2.14758e+13, 1.53552e+14, 7.0144e+13, 2.11116e+15
0.000275345, 408.193, 1.79791e+19, 1.73202e+09, 2.97538e+18, 1.49294e+18, 2.13461e+13, 1.52683e+14, 6.98087e+13, 2.11128e+15
0.000275445, 408.195, 1.7979e+19, 1.7079e+09, 2.97537e+18, 1.49293e+18, 2.12181e+13, 1.51819e+14, 6.94737e+13, 2.11141e+15
0.000275545, 408.198, 1.79789e+19, 1.68426e+09, 2.97535e+18, 1.49292e+18, 2.10917e+13, 1.50959e+14, 6.91391e+13, 2.11153e+15
0.000275645, 408.2, 1.79788e+19, 1.66109e+09, 2.97533e+18, 1.49291e+18, 2.09668e+13, 1.50104e+14, 6.88049e+13, 2.11164e+15
0.000275745, 408.203, 1.79787e+19, 1.63838e+09, 2.97532e+18, 1.4929e+18, 2.08433e+13, 1.49253e+14, 6.84712e+13, 2.11176e+15
0.000275845, 408.205, 1.79786e+19, 1.6161e+09, 2.9753e+18, 1.4929e+18, 2.07212e+13, 1.48407e+14, 6.81379e+13, 2.11187e+15
0.000275945, 408.208, 1.79784e+19, 1.59426e+09, 2.97528e+18, 1.49289e+18, 2.06004e+13, 1.47564e+14, 6.78052e+13, 2.11199e+15
0.000276045, 408.21, 1.79783e+19, 1.57283e+09, 2.97527e+18, 1.49288e+18, 2.04808e+13, 1.46727e+14, 6.7473e+13, 2.1121e+15
0.000276145, 408.213, 1.79782e+19, 1.5518e+09, 2.97525e+18, 1.49287e+18, 2.03624e+13, 1.45893e+14, 6.71414e+13, 2.11221e+15
0.000276245, 408.215, 1.79781e+19, 1.53117e+09, 2.97524e+18, 1.49287e+18, 2.02451e+13, 1.45064e+14, 6.68105e+13, 2.11231e+15
0.000276345, 408.217, 1.7978e+19, 1.51091e+09, 2.97522e+18, 1.49286e+18, 2.0129e+13, 1.4424e+14, 6.64802e+13, 2.11242e+15
0.000276445, 408.22, 1.79779e+19, 1.49103e+09, 2.9752e+18, 1.49285e+18, 2.00138e+13, 1.4342e+14, 6.61507e+13, 2.11252e+15
0.000276545, 408.222, 1.79778e+19, 1.4715e+09, 2.97519e+18, 1.49284e+18, 1.98997e+13, 1.42604e+14, 6.58218e+13, 2.11263e+15
0.000276645, 408.224, 1.79777e+19, 1.45233e+09, 2.97517e+18, 1.49283e+18, 1.97865e+13, 1.41792e+14, 6.54937e+13, 2.11273e+15
0.000276745, 408.227, 1.79776e+19, 1.4335e+09, 2.97516e+18, 1.49283e+18, 1.96743e+13, 1.40985e+14, 6.51664e+13, 2.11283e+15
0.000276845, 408.229, 1.79775e+19, 1.415e+09, 2.97514e+18, 1.49282e+18, 1.95629e+13, 1.40182e+14, 6.48399e+13, 2.11292e+15
0.000276945, 408.231, 1.79774e+19, 1.39682e+09, 2.97513e+18, 1.49281e+18, 1.94524e+13, 1.39383e+14, 6.45141e+13, 2.11302e+15
0.000277045, 408.234, 1.79773e+19, 1.37895e+09, 2.97511e+18, 1.49281e+18, 1.93428e+13, 1.38589e+14, 6.41893e+13, 2.11311e+15
0.000277145, 408.236, 1.79772e+19, 1.3614e+09, 2.9751e+18, 1.4928e+18, 1.92339e+13, 1.37799e+14, 6.38653e+13, 2.11321e+15
0.000277245, 408.238, 1.79771e+19, 1.34414e+09, 2.97508e+18, 1.49279e+18, 1.91258e+13, 1.37013e+14, 6.35422e+13, 2.1133e+15
0.000277345, 408.241, 1.7977e+19, 1.32717e+09, 2.97507e+18, 1.49278e+18, 1.90185e+13, 1.36232e+14, 6.322e+13, 2.11339e+15
0.000277445, 408.243, 1.79769e+19, 1.31049e+09, 2.97505e+18, 1.49278e+18, 1.89119e+13, 1.35455e+14, 6.28987e+13, 2.11348e+15
0.000277545, 408.245, 1.79768e+19, 1.29409e+09, 2.97504e+18, 1.49277e+18, 1.8806e+13, 1.34682e+14, 6.25784e+13, 2.11357e+15
0.000277645, 408.247, 1.79767e+19, 1.27795e+09, 2.97502e+18, 1.49276e+18, 1.87009e+13, 1.33913e+14, 6.2259e+13, 2.11366e+15
0.000277745, 408.249, 1.79766e+19, 1.26209e+09, 2.97501e+18, 1.49275e+18, 1.85964e+13, 1.33149e+14, 6.19406e+13, 2.11374e+15
0.000277845, 408.252, 1.79765e+19, 1.24648e+09, 2.975e+18, 1.49275e+18, 1.84925e+13, 1.32388e+14, 6.16232e+13, 2.11383e+15
0.000277945, 408.254, 1.79764e+19, 1.23112e+09, 2.97498e+18, 1.49274e+18, 1.83893e+13, 1.31632e+14, 6.13068e+13, 2.11391e+15
0.000278045, 408.256, 1.79763e+19, 1.21601e+09, 2.97497e+18, 1.49273e+18, 1.82868e+13, 1.3088e+14, 6.09914e+13, 2.11399e+15
0.000278145, 408.258, 1.79762e+19, 1.20115e+09, 2.97495e+18, 1.49273e+18, 1.81848e+13, 1.30132e+14, 6.0677e+13, 2.11407e+15
0.000278245, 408.26, 1.79761e+19, 1.18651e+09, 2.97494e+18, 1.49272e+18, 1.80835e+13, 1.29389e+14, 6.03637e+13, 2.11415e+15
0.000278345, 408.263, 1.7976e+19, 1.17211e+09, 2.97493e+18, 1.49271e+18, 1.79827e+13, 1.28649e+14, 6.00514e+13, 2.11423e+15
0.000278445, 408.265, 1.79759e+19, 1.15794e+09, 2.97491e+18, 1.49271e+18, 1.78825e+13, 1.27913e+14, 5.97402e+13, 2.11431e+15
0.000278545, 408.267, 1.79758e+19, 1.14399e+09, 2.9749e+18, 1.4927e+18, 1.77829e+13, 1.27182e+14, 5.94301e+13, 2.11438e+15
0.000278645, 408.269, 1.79757e+19, 1.13025e+09, 2.97488e+18, 1.49269e+18, 1.76839e+13, 1.26455e+14, 5.91211e+13, 2.11446e+15
0.000278745, 408.271, 1.79757e+19, 1.11672e+09, 2.97487e+18, 1.49269e+18, 1.75854e+13, 1.25731e+14, 5.88131e+13, 2.11453e+15
0.000278845, 408.273, 1.79756e+19, 1.10341e+09, 2.97486e+18, 1.49268e+18, 1.74875e+13, 1.25012e+14, 5.85063e+13, 2.1146e+15
0.000278945, 408.275, 1.79755e+19, 1.09029e+09, 2.97484e+18, 1.49267e+18, 1.73901e+13, 1.24297e+14, 5.82005e+13, 2.11467e+15
0.000279045, 408.277, 1.79754e+19, 1.07737e+09, 2.97483e+18, 1.49267e+18, 1.72932e+13, 1.23585e+14, 5.78959e+13, 2.11475e+15
0.000279145, 408.279, 1.79753e+19, 1.06465e+09, 2.97482e+18, 1.49266e+18, 1.71969e+13, 1.22878e+14, 5.75924e+13, 2.11481e+15
0.000279245, 408.282, 1.79752e+19, 1.05212e+09, 2.97481e+18, 1.49265e+18, 1.7101e+13, 1.22175e+14, 5.72901e+13, 2.11488e+15
0.000279345, 408.284, 1.79751e+19, 1.03978e+09, 2.97479e+18, 1.49265e+18, 1.70057e+13, 1.21475e+14, 5.69889e+13, 2.11495e+15
0.000279445, 408.286, 1.7975e+19, 1.02762e+09, 2.97478e+18, 1.49264e+18, 1.69109e+13, 1.2078e+14, 5.66888e+13, 2.11502e+15
0.000279545, 408.288, 1.79749e+19, 1.01564e+09, 2.97477e+18, 1.49263e+18, 1.68166e+13, 1.20088e+14, 5.63899e+13, 2.11508e+15
0.000279645, 408.29, 1.79748e+19, 1.00383e+09, 2.97475e+18, 1.49263e+18, 1.67228e+13, 1.19401e+14, 5.60921e+13, 2.11515e+15
0.000279745, 408.292, 1.79747e+19, 9.92201e+08, 2.97474e+18, 1.49262e+18, 1.66294e+13, 1.18717e+14, 5.57956e+13, 2.11521e+15
0.000279845, 408.294, 1.79747e+19, 9.80738e+08, 2.97473e+18, 1.49261e+18, 1.65366e+13, 1.18037e+14, 5.55001e+13, 2.11528e+15
0.000279945, 408.296, 1.79746e+19, 9.69441e+08, 2.97472e+18, 1.49261e+18, 1.64443e+13, 1.17361e+14, 5.52059e+13, 2.11534e+15
0.000280045, 408.298, 1.79745e+19, 9.58307e+08, 2.9747e+18, 1.4926e+18, 1.63524e+13, 1.16689e+14, 5.49128e+13, 2.1154e+15
0.000280145, 408.3, 1.79744e+19, 9.47334e+08, 2.97469e+18, 1.4926e+18, 1.6261e+13, 1.1602e+14, 5.4621e+13, 2.11546e+15
0.000280245, 408.302, 1.79743e+19, 9.36517e+08, 2.97468e+18, 1.49259e+18, 1.617e+13, 1.15356e+14, 5.43303e+13, 2.11552e+15
0.000280345, 408.304, 1.79742e+19, 9.25853e+08, 2.97467e+18, 1.49258e+18, 1.60796e+13, 1.14695e+14, 5.40408e+13, 2.11558e+15
0.000280445, 408.306, 1.79741e+19, 9.15341e+08, 2.97466e+18, 1.49258e+18, 1.59896e+13, 1.14038e+14, 5.37525e+13, 2.11563e+15
0.000280545, 408.307, 1.79741e+19, 9.04978e+08, 2.97464e+18, 1.49257e+18, 1.59e+13, 1.13384e+14, 5.34654e+13, 2.11569e+15
0.000280645, 408.309, 1.7974e+19, 8.9476e+08, 2.97463e+18, 1.49257e+18, 1.5811e+13, 1.12735e+14, 5.31795e+13, 2.11575e+15
0.000280745, 408.311, 1.79739e+19, 8.84684e+08, 2.97462e+18, 1.49256e+18, 1.57223e+13, 1.12089e+14, 5.28948e+13, 2.1158e+15
0.000280845, 408.313, 1.79738e+19, 8.7475e+08, 2.97461e+18, 1.49255e+18, 1.56342e+13, 1.11446e+14, 5.26113e+13, 2.11586e+15
0.000280945, 408.315, 1.79737e+19, 8.64953e+08, 2.9746e+18, 1.49255e+18, 1.55465e+13, 1.10808e+14, 5.2329e+13, 2.11591e+15
0.000281045, 408.317, 1.79736e+19, 8.55291e+08, 2.97459e+18, 1.49254e+18, 1.54592e+13, 1.10173e+14, 5.20479e+13, 2.11597e+15
0.000281145, 408.319, 1.79735e+19, 8.45763e+08, 2.97457e+18, 1.49254e+18, 1.53724e+13, 1.09541e+14, 5.1768e+13, 2.11602e+15
0.000281245, 408.321, 1.79735e+19, 8.36365e+08, 2.97456e+18, 1.49253e+18, 1.5286e+13, 1.08914e+14, 5.14893e+13, 2.11607e+15
0.000281345, 408.323, 1.79734e+19, 8.27096e+08, 2.97455e+18, 1.49252e+18, 1.52001e+13, 1.08289e+14, 5.12119e+13, 2.11612e+15
0.000281445, 408.324, 1.79733e+19, 8.17953e+08, 2.97454e+18, 1.49252e+18, 1.51146e+13, 1.07669e+14, 5.09357e+13, 2.11617e+15
0.000281545, 408.326, 1.79732e+19, 8.08933e+08, 2.97453e+18, 1.49251e+18, 1.50295e+13, 1.07052e+14, 5.06606e+13, 2.11622e+15
0.000281645, 408.328, 1.79731e+19, 8.00036e+08, 2.97452e+18, 1.49251e+18, 1.49449e+13, 1.06438e+14, 5.03868e+13, 2.11627e+15
0.000281745, 408.33, 1.79731e+19, 7.91258e+08, 2.97451e+18, 1.4925e+18, 1.48607e+13, 1.05828e+14, 5.01142e+13, 2.11632e+15
0.000281845, 408.332, 1.7973e+19, 7.82598e+08, 2.9745e+18, 1.4925e+18, 1.47769e+13, 1.05222e+14, 4.98429e+13, 2.11636e+15
0.000281945, 408.334, 1.79729e+19, 7.74054e+08, 2.97449e+18, 1.49249e+18, 1.46936e+13, 1.04619e+14, 4.95727e+13, 2.11641e+15
0.000282045, 408.335, 1.79728e+19, 7.65623e+08, 2.97448e+18, 1.49248e+18, 1.46107e+13, 1.04019e+14, 4.93038e+13, 2.11646e+15
0.000282145, 408.337, 1.79727e+19, 7.57305e+08, 2.97446e+18, 1.49248e+18, 1.45282e+13, 1.03423e+14, 4.90361e+13, 2.1165e+15
0.000282245, 408.339, 1.79727e+19, 7.49096e+08, 2.97445e+18, 1.49247e+18, 1.44462e+13, 1.0283e+14, 4.87696e+13, 2.11655e+15
0.000282345, 408.341, 1.79726e+19, 7.40996e+08, 2.97444e+18, 1.49247e+18, 1.43646e+13, 1.02241e+14, 4.85043e+13, 2.11659e+15
0.000282445, 408.343, 1.79725e+19, 7.33001e+08, 2.97443e+18, 1.49246e+18, 1.42834e+13, 1.01655e+14, 4.82402e+13, 2.11663e+15
0.000282545, 408.344, 1.79724e+19, 7.25112e+08, 2.97442e+18, 1.49246e+18, 1.42026e+13, 1.01073e+14, 4.79773e+13, 2.11668e+15
0.000282645, 408.346, 1.79724e+19, 7.17325e+08, 2.97441e+18, 1.49245e+18, 1.41222e+13, 1.00494e+14, 4.77157e+13, 2.11672e+15
0.000282745, 408.348, 1.79723e+19, 7.0964e+08, 2.9744e+18, 1.49245e+18, 1.40423e+13, 9.99178e+13, 4.74553e+13, 2.11676e+15
0.000282845, 408.35, 1.79722e+19, 7.02054e+08, 2.97439e+18, 1.49244e+18, 1.39627e+13, 9.93453e+13, 4.7196e+13, 2.1168e+15
0.000282945, 408.351, 1.79721e+19, 6.94566e+08, 2.97438e+18, 1.49243e+18, 1.38836e+13, 9.87761e+13, 4.6938e+13, 2.11684e+15
0.000283045, 408.353, 1.7972e+19, 6.87175e+08, 2.97437e+18, 1.49243e+18, 1.38049e+13, 9.82102e+13, 4.66812e+13, 2.11688e+15
0.000283145, 408.355, 1.7972e+19, 6.79878e+08, 2.97436e+18, 1.49242e+18, 1.37266e+13, 9.76475e+13, 4.64256e+13, 2.11692e+15
0.000283245, 408.356, 1.79719e+19, 6.72675e+08, 2.97435e+18, 1.49242e+18, 1.36488e+13, 9.70881e+13, 4.61713e+13, 2.11696e+15
0.000283345, 408.358, 1.79718e+19, 6.65564e+08, 2.97434e+18, 1.49241e+18, 1.35713e+13, 9.6532e+13, 4.59181e+13, 2.117e+15
0.000283445, 408.36, 1.79717e+19, 6.58543e+08, 2.97433e+18, 1.49241e+18, 1.34942e+13, 9.5979e+13, 4.56661e+13, 2.11704e+15
0.000283545, 408.362, 1.79717e+19, 6.51611e+08, 2.97432e+18, 1.4924e+18, 1.34175e+13, 9.54293e+13, 4.54153e+13, 2.11707e+15
0.000283645, 408.363, 1.79716e+19, 6.44767e+08, 2.97431e+18, 1.4924e+18, 1.33413e+13, 9.48827e+13, 4.51658e+13, 2.11711e+15
0.000283745, 408.365, 1.79715e+19, 6.38009e+08, 2.9743e+18, 1.49239e+18, 1.32654e+13, 9.43393e+13, 4.49174e+13, 2.11715e+15
0.000283845, 408.367, 1.79715e+19, 6.31336e+08, 2.97429e+18, 1.49239e+18, 1.319e+13, 9.3799e+13, 4.46702e+13, 2.11718e+15
0.000283945, 408.368, 1.79714e+19, 6.24746e+08, 2.97428e+18, 1.49238e+18, 1.31149e+13, 9.32619e+13, 4.44242e+13, 2.11722e+15
0.000284045, 408.37, 1.79713e+19, 6.18239e+08, 2.97427e+18, 1.49238e+18, 1.30402e+13, 9.27279e+13, 4.41795e+13, 2.11725e+15
0.000284145, 408.372, 1.79712e+19, 6.11813e+08, 2.97427e+18, 1.49237e+18, 1.2966e+13, 9.21969e+13, 4.39359e+13, 2.11729e+15
0.000284245, 408.373, 1.79712e+19, 6.05467e+08, 2.97426e+18, 1.49237e+18, 1.28921e+13, 9.16691e+13, 4.36934e+13, 2.11732e+15
0.000284345, 408.375, 1.79711e+19, 5.99199e+08, 2.97425e+18, 1.49236e+18, 1.28186e+13, 9.11443e+13, 4.34522e+13, 2.11735e+15
0.000284445, 408.376, 1.7971e+19, 5.93009e+08, 2.97424e+18, 1.49236e+18, 1.27455e+13, 9.06225e+13, 4.32122e+13, 2.11739e+15
0.000284545, 408.378, 1.79709e+19, 5.86894e+08, 2.97423e+18, 1.49235e+18, 1.26728e+13, 9.01038e+13, 4.29733e+13, 2.11742e+15
0.000284645, 408.38, 1.79709e+19, 5.80855e+08, 2.97422e+18, 1.49235e+18, 1.26005e+13, 8.95881e+13, 4.27356e+13, 2.11745e+15
0.000284745, 408.381, 1.79708e+19, 5.7489e+08, 2.97421e+18, 1.49234e+18, 1.25286e+13, 8.90754e+13, 4.24991e+13, 2.11748e+15
0.000284845, 408.383, 1.79707e+19, 5.68998e+08, 2.9742e+18, 1.49234e+18, 1.2457e+13, 8.85656e+13, 4.22637e+13, 2.11751e+15
0.000284945, 408.384, 1.79707e+19, 5.63177e+08, 2.97419e+18, 1.49233e+18, 1.23859e+13, 8.80588e+13, 4.20296e+13, 2.11754e+15
0.000285045, 408.386, 1.79706e+19, 5.57428e+08, 2.97418e+18, 1.49233e+18, 1.23151e+13, 8.7555e+13, 4.17966e+13, 2.11757e+15
0.000285145, 408.388, 1.79705e+19, 5.51747e+08, 2.97417e+18, 1.49232e+18, 1.22447e+13, 8.70541e+13, 4.15647e+13, 2.1176e+15
0.000285245, 408.389, 1.79705e+19, 5.46136e+08, 2.97417e+18, 1.49232e+18, 1.21747e+13, 8.65561e+13, 4.1334e+13, 2.11763e+15
0.000285345, 408.391, 1.79704e+19, 5.40592e+08, 2.97416e+18, 1.49231e+18, 1.21051e+13, 8.6061e+13, 4.11045e+13, 2.11766e+15
0.000285445, 408.392, 1.79703e+19, 5.35115e+08, 2.97415e+18, 1.49231e+18, 1.20358e+13, 8.55687e+13, 4.08761e+13, 2.11769e+15
0.000285545, 408.394, 1.79703e+19, 5.29703e+08, 2.97414e+18, 1.4923e+18, 1.19669e+13, 8.50794e+13, 4.06489e+13, 2.11772e+15
0.000285645, 408.395, 1.79702e+19, 5.24356e+08, 2.97413e+18, 1.4923e+18, 1.18984e+13, 8.45928e+13, 4.04228e+13, 2.11775e+15
0.000285745, 408.397, 1.79701e+19, 5.19073e+08, 2.97412e+18, 1.49229e+18, 1.18303e+13, 8.41091e+13, 4.01979e+13, 2.11777e+15
0.000285845, 408.398, 1.79701e+19, 5.13853e+08, 2.97411e+18, 1.49229e+18, 1.17625e+13, 8.36282e+13, 3.99741e+13, 2.1178e+15
0.000285945, 408.4, 1.797e+19, 5.08694e+08, 2.97411e+18, 1.49228e+18, 1.16951e+13, 8.31502e+13, 3.97514e+13, 2.11783e+15
0.000286045, 408.401, 1.79699e+19, 5.03597e+08, 2.9741e+18, 1.49228e+18, 1.16281e+13, 8.26749e+13, 3.95299e+13, 2.11785e+15
0.000286145, 408.403, 1.79699e+19, 4.9856e+08, 2.97409e+18, 1.49227e+18, 1.15614e+13, 8.22023e+13, 3.93095e+13, 2.11788e+15
0.000286245, 408.404, 1.79698e+19, 4.93582e+08, 2.97408e+18, 1.49227e+18, 1.14951e+13, 8.17325e+13, 3.90902e+13, 2.1179e+15
0.000286345, 408.406, 1.79697e+19, 4.88663e+08, 2.97407e+18, 1.49226e+18, 1.14292e+13, 8.12655e+13, 3.88721e+13, 2.11793e+15
0.000286445, 408.407, 1.79697e+19, 4.83801e+08, 2.97407e+18, 1.49226e+18, 1.13636e+13, 8.08012e+13, 3.86551e+13, 2.11795e+15
0.000286545, 408.409, 1.79696e+19, 4.78997e+08, 2.97406e+18, 1.49226e+18, 1.12984e+13, 8.03395e+13, 3.84391e+13, 2.11798e+15
0.000286645, 408.41, 1.79695e+19, 4.74248e+08, 2.97405e+18, 1.49225e+18, 1.12335e+13, 7.98806e+13, 3.82244e+13, 2.118e+15
0.000286745, 408.412, 1.79695e+19, 4.69555e+08, 2.97404e+18, 1.49225e+18, 1.1169e+13, 7.94243e+13, 3.80107e+13, 2.11802e+15
0.000286845, 408.413, 1.79694e+19, 4.64916e+08, 2.97403e+18, 1.49224e+18, 1.11049e+13, 7.89707e+13, 3.77981e+13, 2.11805e+15
0.000286945, 408.415, 1.79693e+19, 4.6033e+08, 2.97403e+18, 1.49224e+18, 1.10411e+13, 7.85198e+13, 3.75866e+13, 2.11807e+15
0.000287045, 408.416, 1.79693e+19, 4.55798e+08, 2.97402e+18, 1.49223e+18, 1.09777e+13, 7.80714e+13, 3.73762e+13, 2.11809e+15
0.000287145, 408.418, 1.79692e+19, 4.51318e+08, 2.97401e+18, 1.49223e+18, 1.09146e+13, 7.76257e+13, 3.71669e+13, 2.11811e+15
0.000287245, 408.419, 1.79691e+19, 4.4689e+08, 2.974e+18, 1.49222e+18, 1.08518e+13, 7.71826e+13, 3.69587e+13, 2.11813e+15
0.000287345, 408.42, 1.79691e+19, 4.42512e+08, 2.974e+18, 1.49222e+18, 1.07894e+13, 7.67421e+13, 3.67516e+13, 2.11816e+15
0.000287445, 408.422, 1.7969e+19, 4.38185e+08, 2.97399e+18, 1.49221e+18, 1.07274e+13, 7.63041e+13, 3.65456e+13, 2.11818e+15
0.000287545, 408.423, 1.7969e+19, 4.33907e+08, 2.97398e+18, 1.49221e+18, 1.06657e+13, 7.58687e+13, 3.63406e+13, 2.1182e+15
0.000287645, 408.425, 1.79689e+19, 4.29677e+08, 2.97397e+18, 1.49221e+18, 1.06043e+13, 7.54358e+13, 3.61367e+13, 2.11822e+15
0.000287745, 408.426, 1.79688e+19, 4.25496e+08, 2.97397e+18, 1.4922e+18, 1.05433e+13, 7.50054e+13, 3.59339e+13, 2.11824e+15
0.000287845, 408.428, 1.79688e+19, 4.21363e+08, 2.97396e+18, 1.4922e+18, 1.04826e+13, 7.45776e+13, 3.57322e+13, 2.11826e+15
0.000287945, 408.429, 1.79687e+19, 4.17276e+08, 2.97395e+18, 1.49219e+18, 1.04223e+13, 7.41522e+13, 3.55315e+13, 2.11828e+15
