Time(s), T_gas(K), N_gas(#/cm^3), E, H2, O2, H, O, OH, O2(A1)
0.000133336, 403.268, 1.81987e+19, 1.76926e+12, 3.02338e+18, 1.51379e+18, 2.2888e+13, 8.43337e+13, 2.69647e+13, 9.06203e+14
0.000133336, 403.268, 1.81987e+19, 1.77993e+12, 3.02338e+18, 1.51379e+18, 2.29866e+13, 8.43832e+13, 2.69682e+13, 9.06208e+14
0.000133336, 403.268, 1.81987e+19, 1.7906e+12, 3.02338e+18, 1.51379e+18, 2.30851e+13, 8.44326e+13, 2.69716e+13, 9.06212e+14
0.000133336, 403.268, 1.81986e+19, 1.80126e+12, 3.02338e+18, 1.51379e+18, 2.31837e+13, 8.44821e+13, 2.69751e+13, 9.06217e+14
0.000133336, 403.268, 1.81986e+19, 1.81193e+12, 3.02337e+18, 1.51379e+18, 2.32822e+13, 8.45315e+13, 2.69785e+13, 9.06222e+14
0.000133336, 403.269, 1.81986e+19, 1.82259e+12, 3.02337e+18, 1.51379e+18, 2.33807e+13, 8.4581e+13, 2.6982e+13, 9.06226e+14
0.000133336, 403.269, 1.81986e+19, 1.83326e+12, 3.02337e+18, 1.51379e+18, 2.34792e+13, 8.46304e+13, 2.69854e+13, 9.06231e+14
0.000133336, 403.269, 1.81986e+19, 1.84392e+12, 3.02337e+18, 1.51379e+18, 2.35777e+13, 8.46798e+13, 2.69889e+13, 9.06235e+14
0.000133336, 403.269, 1.81986e+19, 1.85458e+12, 3.02337e+18, 1.51379e+18, 2.36762e+13, 8.47293e+13, 2.69924e+13, 9.0624e+14
0.000133336, 403.269, 1.81986e+19, 1.86524e+12, 3.02337e+18, 1.51379e+18, 2.37747e+13, 8.47787e+13, 2.69958e+13, 9.06244e+14
0.000133336, 403.269, 1.81986e+19, 1.87589e+12, 3.02337e+18, 1.51379e+18, 2.38731e+13, 8.48281e+13, 2.69993e+13, 9.06249e+14
0.000133336, 403.269, 1.81986e+19, 1.88655e+12, 3.02337e+18, 1.51379e+18, 2.39716e+13, 8.48775e+13, 2.70027e+13, 9.06254e+14
0.000133336, 403.269, 1.81986e+19, 1.8972e+12, 3.02337e+18, 1.51379e+18, 2.407e+13, 8.49269e+13, 2.70062e+13, 9.06258e+14
0.000133336, 403.269, 1.81986e+19, 1.90786e+12, 3.02337e+18, 1.51379e+18, 2.41684e+13, 8.49763e+13, 2.70096e+13, 9.06263e+14
0.000133336, 403.269, 1.81986e+19, 1.91851e+12, 3.02337e+18, 1.51379e+18, 2.42668e+13, 8.50256e+13, 2.70131e+13, 9.06267e+14
0.000133336, 403.269, 1.81986e+19, 1.92916e+12, 3.02337e+18, 1.51379e+18, 2.43652e+13, 8.5075e+13, 2.70165e+13, 9.06272e+14
0.000133336, 403.27, 1.81986e+19, 1.93981e+12, 3.02337e+18, 1.51379e+18, 2.44636e+13, 8.51244e+13, 2.702e+13, 9.06276e+14
0.000133336, 403.27, 1.81986e+19, 1.95045e+12, 3.02336e+18, 1.51379e+18, 2.4562e+13, 8.51737e+13, 2.70234e+13, 9.06281e+14
0.000133336, 403.27, 1.81986e+19, 1.9611e+12, 3.02336e+18, 1.51379e+18, 2.46603e+13, 8.52231e+13, 2.70269e+13, 9.06286e+14
0.000133336, 403.27, 1.81986e+19, 1.97174e+12, 3.02336e+18, 1.51379e+18, 2.47587e+13, 8.52724e+13, 2.70303e+13, 9.0629e+14
0.000133336, 403.27, 1.81986e+19, 1.98239e+12, 3.02336e+18, 1.51379e+18, 2.4857e+13, 8.53218e+13, 2.70338e+13, 9.06295e+14
0.000133336, 403.27, 1.81986e+19, 1.99303e+12, 3.02336e+18, 1.51379e+18, 2.49553e+13, 8.53711e+13, 2.70372e+13, 9.06299e+14
0.000133336, 403.27, 1.81986e+19, 2.00367e+12, 3.02336e+18, 1.51379e+18, 2.50536e+13, 8.54204e+13, 2.70407e+13, 9.06304e+14
0.000133336, 403.27, 1.81986e+19, 2.01431e+12, 3.02336e+18, 1.51379e+18, 2.51519e+13, 8.54698e+13, 2.70441e+13, 9.06308e+14
0.000133336, 403.27, 1.81986e+19, 2.02495e+12, 3.02336e+18, 1.51378e+18, 2.52502e+13, 8.55191e+13, 2.70476e+13, 9.06313e+14
0.000133336, 403.27, 1.81986e+19, 2.03558e+12, 3.02336e+18, 1.51378e+18, 2.53485e+13, 8.55684e+13, 2.7051e+13, 9.06318e+14
0.000133336, 403.27, 1.81986e+19, 2.04622e+12, 3.02336e+18, 1.51378e+18, 2.54467e+13, 8.56177e+13, 2.70544e+13, 9.06322e+14
0.000133336, 403.27, 1.81986e+19, 2.05685e+12, 3.02336e+18, 1.51378e+18, 2.5545e+13, 8.5667e+13, 2.70579e+13, 9.06327e+14
0.000133336, 403.271, 1.81986e+19, 2.06749e+12, 3.02336e+18, 1.51378e+18, 2.56432e+13, 8.57163e+13, 2.70613e+13, 9.06331e+14
0.000133336, 403.271, 1.81985e+19, 2.07812e+12, 3.02336e+18, 1.51378e+18, 2.57414e+13, 8.57656e+13, 2.70648e+13, 9.06336e+14
0.000133336, 403.271, 1.81985e+19, 2.08875e+12, 3.02335e+18, 1.51378e+18, 2.58396e+13, 8.58149e+13, 2.70682e+13, 9.0634e+14
0.000133336, 403.271, 1.81985e+19, 2.09938e+12, 3.02335e+18, 1.51378e+18, 2.59378e+13, 8.58641e+13, 2.70717e+13, 9.06345e+14
0.000133336, 403.271, 1.81985e+19, 2.11e+12, 3.02335e+18, 1.51378e+18, 2.6036e+13, 8.59134e+13, 2.70751e+13, 9.0635e+14
0.000133336, 403.271, 1.81985e+19, 2.12063e+12, 3.02335e+18, 1.51378e+18, 2.61342e+13, 8.59627e+13, 2.70786e+13, 9.06354e+14
0.000133336, 403.271, 1.81985e+19, 2.13126e+12, 3.02335e+18, 1.51378e+18, 2.62324e+13, 8.60119e+13, 2.7082e+13, 9.06359e+14
0.000133336, 403.271, 1.81985e+19, 2.14188e+12, 3.02335e+18, 1.51378e+18, 2.63305e+13, 8.60612e+13, 2.70854e+13, 9.06363e+14
0.000133336, 403.271, 1.81985e+19, 2.1525e+12, 3.02335e+18, 1.51378e+18, 2.64286e+13, 8.61104e+13, 2.70889e+13, 9.06368e+14
0.000133336, 403.271, 1.81985e+19, 2.16312e+12, 3.02335e+18, 1.51378e+18, 2.65268e+13, 8.61597e+13, 2.70923e+13, 9.06372e+14
0.000133336, 403.271, 1.81985e+19, 2.17374e+12, 3.02335e+18, 1.51378e+18, 2.66249e+13, 8.62089e+13, 2.70958e+13, 9.06377e+14
0.000133336, 403.272, 1.81985e+19, 2.18436e+12, 3.02335e+18, 1.51378e+18, 2.6723e+13, 8.62581e+13, 2.70992e+13, 9.06381e+14
0.000133336, 403.272, 1.81985e+19, 2.19498e+12, 3.02335e+18, 1.51378e+18, 2.68211e+13, 8.63074e+13, 2.71026e+13, 9.06386e+14
0.000133336, 403.272, 1.81985e+19, 2.2056e+12, 3.02335e+18, 1.51378e+18, 2.69192e+13, 8.63566e+13, 2.71061e+13, 9.06391e+14
0.000133336, 403.272, 1.81985e+19, 2.21621e+12, 3.02335e+18, 1.51378e+18, 2.70172e+13, 8.64058e+13, 2.71095e+13, 9.06395e+14
0.000133336, 403.272, 1.81985e+19, 2.22683e+12, 3.02334e+18, 1.51378e+18, 2.71153e+13, 8.6455e+13, 2.7113e+13, 9.064e+14
0.000133336, 403.272, 1.81985e+19, 2.23744e+12, 3.02334e+18, 1.51378e+18, 2.72134e+13, 8.65042e+13, 2.71164e+13, 9.06404e+14
0.000133336, 403.272, 1.81985e+19, 2.24805e+12, 3.02334e+18, 1.51378e+18, 2.73114e+13, 8.65534e+13, 2.71198e+13, 9.06409e+14
0.000133336, 403.272, 1.81985e+19, 2.25866e+12, 3.02334e+18, 1.51378e+18, 2.74094e+13, 8.66026e+13, 2.71233e+13, 9.06413e+14
0.000133336, 403.272, 1.81985e+19, 2.26927e+12, 3.02334e+18, 1.51378e+18, 2.75074e+13, 8.66518e+13, 2.71267e+13, 9.06418e+14
0.000133336, 403.272, 1.81985e+19, 2.27988e+12, 3.02334e+18, 1.51377e+18, 2.76055e+13, 8.6701e+13, 2.71302e+13, 9.06422e+14
0.000133336, 403.272, 1.81985e+19, 2.29049e+12, 3.02334e+18, 1.51377e+18, 2.77034e+13, 8.67501e+13, 2.71336e+13, 9.06427e+14
0.000133336, 403.272, 1.81985e+19, 2.30109e+12, 3.02334e+18, 1.51377e+18, 2.78014e+13, 8.67993e+13, 2.7137e+13, 9.06432e+14
0.000133336, 403.273, 1.81985e+19, 2.3117e+12, 3.02334e+18, 1.51377e+18, 2.78994e+13, 8.68485e+13, 2.71405e+13, 9.06436e+14
0.000133336, 403.273, 1.81985e+19, 2.3223e+12, 3.02334e+18, 1.51377e+18, 2.79974e+13, 8.68976e+13, 2.71439e+13, 9.06441e+14
0.000133336, 403.273, 1.81985e+19, 2.3329e+12, 3.02334e+18, 1.51377e+18, 2.80953e+13, 8.69468e+13, 2.71473e+13, 9.06445e+14
0.000133336, 403.273, 1.81984e+19, 2.34351e+12, 3.02334e+18, 1.51377e+18, 2.81933e+13, 8.69959e+13, 2.71508e+13, 9.0645e+14
0.000133336, 403.273, 1.81984e+19, 2.35411e+12, 3.02334e+18, 1.51377e+18, 2.82912e+13, 8.70451e+13, 2.71542e+13, 9.06454e+14
0.000133336, 403.273, 1.81984e+19, 2.36471e+12, 3.02333e+18, 1.51377e+18, 2.83891e+13, 8.70942e+13, 2.71576e+13, 9.06459e+14
0.000133336, 403.273, 1.81984e+19, 2.3753e+12, 3.02333e+18, 1.51377e+18, 2.8487e+13, 8.71434e+13, 2.71611e+13, 9.06463e+14
0.000133336, 403.273, 1.81984e+19, 2.3859e+12, 3.02333e+18, 1.51377e+18, 2.85849e+13, 8.71925e+13, 2.71645e+13, 9.06468e+14
0.000133336, 403.273, 1.81984e+19, 2.3965e+12, 3.02333e+18, 1.51377e+18, 2.86828e+13, 8.72416e+13, 2.71679e+13, 9.06472e+14
0.000133336, 403.273, 1.81984e+19, 2.40709e+12, 3.02333e+18, 1.51377e+18, 2.87807e+13, 8.72907e+13, 2.71714e+13, 9.06477e+14
0.000133336, 403.273, 1.81984e+19, 2.41768e+12, 3.02333e+18, 1.51377e+18, 2.88786e+13, 8.73398e+13, 2.71748e+13, 9.06482e+14
0.000133336, 403.274, 1.81984e+19, 2.42828e+12, 3.02333e+18, 1.51377e+18, 2.89764e+13, 8.7389e+13, 2.71782e+13, 9.06486e+14
0.000133336, 403.274, 1.81984e+19, 2.43887e+12, 3.02333e+18, 1.51377e+18, 2.90743e+13, 8.74381e+13, 2.71817e+13, 9.06491e+14
0.000133336, 403.274, 1.81984e+19, 2.44946e+12, 3.02333e+18, 1.51377e+18, 2.91721e+13, 8.74872e+13, 2.71851e+13, 9.06495e+14
0.000133336, 403.274, 1.81984e+19, 2.46005e+12, 3.02333e+18, 1.51377e+18, 2.927e+13, 8.75362e+13, 2.71885e+13, 9.065e+14
0.000133336, 403.274, 1.81984e+19, 2.47064e+12, 3.02333e+18, 1.51377e+18, 2.93678e+13, 8.75853e+13, 2.7192e+13, 9.06504e+14
0.000133336, 403.274, 1.81984e+19, 2.48122e+12, 3.02333e+18, 1.51377e+18, 2.94656e+13, 8.76344e+13, 2.71954e+13, 9.06509e+14
0.000133336, 403.274, 1.81984e+19, 2.49181e+12, 3.02333e+18, 1.51377e+18, 2.95634e+13, 8.76835e+13, 2.71988e+13, 9.06513e+14
0.000133336, 403.274, 1.81984e+19, 2.5024e+12, 3.02332e+18, 1.51377e+18, 2.96612e+13, 8.77326e+13, 2.72023e+13, 9.06518e+14
0.000133336, 403.274, 1.81984e+19, 2.51298e+12, 3.02332e+18, 1.51377e+18, 2.9759e+13, 8.77816e+13, 2.72057e+13, 9.06523e+14
0.000133336, 403.274, 1.81984e+19, 2.52356e+12, 3.02332e+18, 1.51377e+18, 2.98568e+13, 8.78307e+13, 2.72091e+13, 9.06527e+14
0.000133336, 403.274, 1.81984e+19, 2.53414e+12, 3.02332e+18, 1.51377e+18, 2.99545e+13, 8.78798e+13, 2.72126e+13, 9.06532e+14
0.000133336, 403.274, 1.81984e+19, 2.54472e+12, 3.02332e+18, 1.51376e+18, 3.00523e+13, 8.79288e+13, 2.7216e+13, 9.06536e+14
0.000133336, 403.275, 1.81984e+19, 2.5553e+12, 3.02332e+18, 1.51376e+18, 3.015e+13, 8.79779e+13, 2.72194e+13, 9.06541e+14
0.000133336, 403.275, 1.81984e+19, 2.56588e+12, 3.02332e+18, 1.51376e+18, 3.02478e+13, 8.80269e+13, 2.72228e+13, 9.06545e+14
0.000133336, 403.275, 1.81984e+19, 2.57646e+12, 3.02332e+18, 1.51376e+18, 3.03455e+13, 8.8076e+13, 2.72263e+13, 9.0655e+14
0.000133336, 403.275, 1.81984e+19, 2.58704e+12, 3.02332e+18, 1.51376e+18, 3.04432e+13, 8.8125e+13, 2.72297e+13, 9.06554e+14
0.000133336, 403.275, 1.81984e+19, 2.59761e+12, 3.02332e+18, 1.51376e+18, 3.05409e+13, 8.8174e+13, 2.72331e+13, 9.06559e+14
0.000133336, 403.275, 1.81984e+19, 2.60819e+12, 3.02332e+18, 1.51376e+18, 3.06386e+13, 8.8223e+13, 2.72365e+13, 9.06563e+14
0.000133336, 403.275, 1.81983e+19, 2.61876e+12, 3.02332e+18, 1.51376e+18, 3.07363e+13, 8.82721e+13, 2.724e+13, 9.06568e+14
0.000133336, 403.275, 1.81983e+19, 2.62934e+12, 3.02332e+18, 1.51376e+18, 3.0834e+13, 8.83211e+13, 2.72434e+13, 9.06572e+14
0.000133336, 403.275, 1.81983e+19, 2.63991e+12, 3.02331e+18, 1.51376e+18, 3.09316e+13, 8.83701e+13, 2.72468e+13, 9.06577e+14
